question,generated_answer,latency,faithfulness,context_relevancy,answer_correctness,strategy
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,"Informacije o korištenju digitalnih certifikata za različite verzije sustava nisu izravno navedene. Međutim, za svaku okolinu (produkcijsku i testnu) potrebni su specifični certifikati, što sugerira da bi moglo biti potrebno koristiti različite certifikate za različite verzije sustava. Preporučuje se provjeriti specifične zahtjeve za certifikate za F1.0 i F2.0.",3.8699417114257812,0.5,0.7,0.4,macro_overlap100
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,"Članak 39. Zakona može se primijeniti za B2B transakcije kada se radi o transakcijama koje se plaćaju gotovinom ili karticom, a za koje je izdan račun i proveden postupak fiskalizacije računa prema članku 15. Zakona. U tom slučaju, ne može se izdati i fiskalizirati eRačun.",3.0478405952453613,1.0,1.0,1.0,macro_overlap100
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,Informacije o postupanju s računima za predujam kod izdavanja konačnog računa nisu navedene. Preporučuje se konzultirati relevantne propise ili dokumente koji se bave ovom tematikom za detaljnije upute.,2.5468392372131348,0.0,0.0,0.0,macro_overlap100
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,"Obveze odvjetničkih ureda koji nisu u sustavu PDV-a nisu izravno navedene u dostupnim informacijama. Međutim, općenito se može pretpostaviti da bi se trebali pridržavati pravila i propisa koji se odnose na fiskalizaciju računa, kao i drugih relevantnih zakonskih odredbi. Za specifične obveze, preporučuje se konzultacija s pravnikom ili stručnjakom za fiskalizaciju.",4.050074338912964,0.0,0.0,0.0,macro_overlap100
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,Informacije o zaštiti profesionalne tajne odvjetnika u vezi s eRačunima nisu navedene. Preporučuje se konzultirati relevantne zakone ili pravne stručnjake za detalje o zaštiti profesionalne tajne u kontekstu eRačuna.,1.9554634094238281,0.0,0.5,0.0,macro_overlap100
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju uključuju dužnost iskazivanja točnih i potpunih podataka na računu, kao i čuvanje preslika izdanih računa u skladu s propisima. Također, OPG-ovi su obvezni povezati oznaku operatera na naplatnom uređaju s osobnim identifikacijskim brojem te osobe, te dostaviti te podatke Ministarstvu financija. U slučaju naplate putem sredstava koja se ne smatraju prometom gotovine, OPG-ovi nisu dužni iskazivati određene podatke. Osim toga, moraju se pridržavati pravila o numeričkom redoslijedu računa i dostavljanju podataka o poslovnim prostorima.",6.28399920463562,0.5,0.5,0.5,macro_overlap100
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,"Najčešće korištene šifre dokumenata za eRačune u Hrvatskoj uključuju različite šifre grešaka koje se mogu pojaviti prilikom obrade računa. Na primjer, šifre poput s003 (Certifikat ne sadrži obvezan podatak), s004 (Neispravan digitalni potpis), i s005 (OIB iz poruke zahtjeva nije jednak OIB-u iz certifikata) su specifične za situacije koje se mogu dogoditi prilikom slanja eRačuna. Također, postoji šifrarnik restriktivnih grešaka koji uključuje šifre kao što su 176 (Datum izdavanja računa je za više od 30 dana manji od trenutnog datuma) i 182 (Porezna stopa PDV-a nije iz dozvoljenog skupa poreznih stopa). Ove šifre pomažu u identifikaciji i rješavanju problema vezanih uz eRačune.",5.8684587478637695,0.0,0.5,0.0,macro_overlap100
Koja je razlika između poslovnih procesa P4 i P6?,"Nema informacija o poslovnim procesima P4 i P6 u dostavljenim podacima. Da biste dobili točne informacije o tim poslovnim procesima, potrebno je konzultirati dodatne izvore ili dokumente koji opisuju P4 i P6.",2.159879684448242,0.0,0.0,0.0,macro_overlap100
Zašto se eRačun pojavljuje kao nefiskaliziran u FiskAplikaciji?,"eRačun se može pojaviti kao nefiskaliziran u FiskAplikaciji zbog nekoliko razloga, uključujući neizdavanje eRačuna, neprimanje eRačuna, ili neprovođenje fiskalizacije izdanog i zaprimljenog eRačuna. Također, ako su podaci na računu netočni ili nekompletni, to može rezultirati njegovim statusom kao nefiskaliziranog.",6.137245178222656,0.5,0.5,0.5,macro_overlap100
Hoće li se poduzetnici kažnjavati zbog grešaka u fiskalizaciji eRačuna?,"Da, poduzetnici će se kažnjavati zbog grešaka u fiskalizaciji eRačuna. Novčane kazne su predviđene za različite prekršaje vezane uz fiskalizaciju, uključujući neprovođenje fiskalizacije eRačuna na propisani način i u propisanim rokovima, kao i neosiguravanje potrebne softverske i hardverske podrške za razmjenu eRačuna. Kazne se razlikuju ovisno o vrsti prekršaja i mogu se kretati od nekoliko stotina do nekoliko desetaka tisuća eura.",5.285827875137329,0.0,0.5,0.0,macro_overlap100
Zašto je AS4 protokol važan za razmjenu eRačuna?,"AS4 protokol je važan za razmjenu eRačuna jer omogućava sigurnu i standardiziranu komunikaciju između izdavatelja i primatelja eRačuna. Ovaj protokol osigurava interoperabilnost između različitih sustava, što je ključno za učinkovitu razmjenu podataka. Također, AS4 protokol podržava elektroničko potpisivanje i enkripciju, čime se jamči vjerodostojnost podrijetla, cjelovitost sadržaja i čitljivost eRačuna tijekom cijelog razdoblja čuvanja.",4.07390022277832,0.5,0.5,0.5,macro_overlap100
"Paušalni obrt nije u sustavu PDV-a, većina kupaca su građani koji plaćaju na transakcijski račun, ali povremeno ima i B2B kupce koji plaćaju karticom. Što se mijenja u njegovom poslovanju od 1.1.2026?","Od 1. siječnja 2013. obveza fiskalizacije propisuje se za obveznike fiskalizacije, uključujući fizičke osobe obrtnike. To znači da će paušalni obrt, koji nije u sustavu PDV-a, morati početi izdavati fiskalne račune za sve transakcije, uključujući i one s građanima i B2B kupcima. Obrtnik će biti obvezan istaknuti obavijest o obvezi izdavanja računa i osigurati da kupci preuzmu i zadrže izdane račune. Također, odgovorna osoba u pravnoj osobi može biti kažnjena ako ne postupi u skladu s ovim pravilima.",4.534347772598267,0.0,0.5,0.0,macro_overlap100
Što je eRačun i mora li biti u PDF formatu?,"eRačun je račun koji je izdan, poslan i zaprimljen u strukturiranom elektroničkom obliku, što omogućuje njegovu automatsku i elektroničku obradu. Nema specifične odredbe koja zahtijeva da eRačun bude u PDF formatu; umjesto toga, mora biti u skladu s EU normom.",3.906903028488159,0.5,0.5,0.5,macro_overlap200
Tko se smatra izdavateljem i primateljem eRačuna prema Zakonu o fiskalizaciji?,"Izdavatelj eRačuna smatra se porezni obveznik sa sjedištem, prebivalištem ili uobičajenim boravištem u tuzemstvu koji je upisan u registar obveznika PDV-a, obveznik poreza na dohodak od samostalne djelatnosti ili obveznik poreza na dobit koji nije upisan u registar obveznika PDV-a, kao i tijela državne uprave i jedinice lokalne i područne samouprave koje su upisane u Registar proračunskih i izvanproračunskih korisnika.

Primatelj eRačuna je osoba ili entitet koji prima eRačun od izdavatelja, a koji je obvezan provesti fiskalizaciju eRačuna u skladu s propisima.",5.388920545578003,0.7,0.9,0.8,macro_overlap200
Od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune?,"Obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune od trenutka kada su obveznici poreza na dohodak od samostalne djelatnosti ili poreza na dobit, a imaju sjedište, prebivalište ili uobičajeno boravište u tuzemstvu. Također, obvezni su izdati eRačun za tuzemne transakcije koje obavljaju primatelju eRačuna, osim ako su izuzeti od obveze izdavanja računa prema posebnom zakonu.",3.893397569656372,0.5,0.5,0.5,macro_overlap200
Što je fiskalizacija eRačuna i kada se mora provesti?,"Fiskalizacija eRačuna je postupak koji izdavatelj eRačuna mora provoditi odvojeno od razmjene eRačuna. Za izdavatelja, fiskalizacija se mora provesti u trenutku izdavanja eRačuna, a u slučaju samoizdavanja računa, najkasnije pet radnih dana nakon što je eRačun izdan. Primatelj eRačuna također mora provesti fiskalizaciju najkasnije pet radnih dana od primitka eRačuna.",2.4915976524353027,1.0,1.0,1.0,macro_overlap200
Koje su glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0?,Nema informacija o razlikama između Fiskalizacije 1.0 i Fiskalizacije 2.0 u dostupnom sadržaju.,1.5918331146240234,0.0,0.5,0.0,macro_overlap200
Što je pristupna točka i tko može biti pristupna točka?,"Pristupna točka je porezni obveznik ili informacijski posrednik koji ispunjava sve tehničke uvjete za razmjenu eRačuna, fiskalizaciju eRačuna, eIzvještavanje ili uslugu MPS-a.",2.415225028991699,1.0,1.0,1.0,macro_overlap200
Što mora informacijski posrednik napraviti da bi mogao pružati usluge?,"Informacijski posrednik mora dostaviti Poreznoj upravi određenu dokumentaciju koja uključuje:

1. Dokument s detaljnim opisom sredstava implementiranih za osiguranje sigurnosti osobnih podataka u skladu s Općom uredbom o zaštiti podataka.
2. Najnoviju verziju Certifikata za ISO/IEC 27001 u trenutku podnošenja dokumentacije.
3. Izjavu o upravljanju sustavom informacija unutar Europske unije, osiguravajući da nema prijenosa podataka izvan Europske unije.
4. Izjavu koja navodi opseg usluga koje pruža za potrebe provedbe zakona.

Nakon dostave dokumentacije, informacijski posrednik mora uspješno proći testiranje sukladnosti kako bi dobio potvrdu o sukladnosti od Porezne uprave.",4.555853843688965,0.5,0.5,0.5,macro_overlap200
Što je aplikacija MIKROeRAČUN i tko je može koristiti?,"Aplikacija MIKROeRAČUN omogućava izdavanje, zaprimanje i pohranu eRačuna, kao i fiskalizaciju izdanih i zaprimljenih eRačuna. Namijenjena je određenoj skupini primatelja eRačuna za razmjenu eRačuna i fiskalizaciju istih pod uvjetima propisanim zakonom. Pristup ovoj aplikaciji i upravljanje ovlaštenjima omogućeno je putem Nacionalnog identifikacijskog i autentifikacijskog sustava i sustava eOvlaštenja.",3.3852896690368652,0.8,1.0,0.9,macro_overlap200
Kada izdavatelj eRačuna mora provoditi postupak eIzvještavanja?,"Izdavatelj eRačuna mora provoditi postupak eIzvještavanja prilikom provedbe fiskalizacije eRačuna, a za to može koristiti web-servis, uslugu informacijskog posrednika ili FiskAplikaciju.",2.0346622467041016,0.6,0.8,0.4,macro_overlap200
Što mora napraviti primatelj eRačuna koji odbija eRačun?,"Primatelj eRačuna dužan je zaprimiti eRačun na način propisan zakonom. Ako odbija eRačun, trebao bi slijediti postupke navedene u zakonu koji se odnose na zaprimanje eRačuna. U slučaju problema s primanjem, može biti potrebno obavijestiti izdavatelja ili provjeriti razloge odbijanja.",2.560868740081787,0.0,1.0,0.0,macro_overlap200
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,"Podatak o KPD-u (Klasifikacija proizvoda i djelatnosti) obvezan je na eRačunu u slučaju kada se radi o količini, vrsti isporučenih dobara ili količini ili opsegu obavljenih usluga, osim u slučaju računa za predujam.",2.7398269176483154,0.5,0.5,0.7,macro_overlap200
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija služi obveznicima primjene Zakona o fiskalizaciji za pregled fiskaliziranih podataka, upravljanje ovlaštenjima za razmjenu eRačuna i fiskalizaciju, te uvid u statuse računa. Također omogućava uvid u informativno ispunjenu prijavu poreza na dodanu vrijednost (PDV) za određeno razdoblje oporezivanja, kao i unos podataka potrebnih za fiskalizaciju i eIzvještavanje. Pristup aplikaciji i upravljanje ovlaštenjima ostvaruje se putem Nacionalnog identifikacijskog i autentifikacijskog sustava i sustava eOvlaštenja.",3.2150309085845947,0.8,1.0,0.7,macro_overlap200
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je eRačun zaprimljen, ali još nije povezan s odgovarajućim fiskaliziranim podacima ili transakcijom. To može značiti da račun čeka na daljnju obradu ili da nije usklađen s potrebnim informacijama za fiskalizaciju.",2.641416549682617,0.6,0.7,0.6,macro_overlap200
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,"Status 'Odstupanje' u FiskAplikaciji obično označava da postoji neka vrsta nesukladnosti ili problema s računom koji je izdan. Ovisno o prirodi odstupanja, može biti potrebno dodatno provjeriti račun ili ispraviti greške prije nego što se odobri ili odbije. Preporučuje se analizirati specifične razloge za odstupanje kako bi se donijela ispravna odluka o odbijanju računa.",3.29789400100708,0.5,0.5,0.5,macro_overlap200
Što je AMS i čemu služi?,AMS je metapodatkovni servis koji omogućava objavu identifikatora poreznih obveznika primatelja eRačuna. Služi za pružanje podataka o krajnjoj adresi primatelja eRačuna i informacijama o poreznim obveznicima prema Listi identifikatora poreznih obveznika.,2.5577239990234375,0.6,1.0,0.8,macro_overlap200
Kakvu strukturu mora imati broj eRačuna?,"Broj eRačuna mora imati sljedeću strukturu: brojčana oznaka računa/oznaka poslovnog prostora/oznaka naplatnog uređaja. Na primjer, to može izgledati ovako: 1234567890/POSL1/12.",1.9071598052978516,0.5,0.5,0.5,macro_overlap200
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,"Samoizdavanje eRačuna odnosi se na situaciju kada izdavatelj eRačuna samostalno generira račun bez prethodnog zahtjeva od strane primatelja. Fiskalizacija eRačuna u ovom slučaju mora se provoditi odvojeno od postupka razmjene eRačuna, a najkasnije pet radnih dana nakon što je eRačun izdan. To znači da izdavatelj eRačuna mora osigurati da se fiskalizacija izvrši unutar tog vremenskog okvira kako bi ispunio zakonske obveze.",3.2153611183166504,0.5,0.5,0.7,macro_overlap200
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,"Obveza izdavanja eRačuna za inozemne transakcije nije izričito navedena u dostupnim odredbama. Članak 38. se fokusira na obvezu izdavanja eRačuna za tuzemne transakcije, dok se ne spominje specifična obveza za inozemne transakcije. Stoga, prema dostupnim informacijama, ne može se donijeti zaključak o obvezi izdavanja eRačuna za inozemne transakcije.",2.931201457977295,0.5,0.5,0.5,macro_overlap200
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Nema informacija o mogućnosti korištenja istog digitalnog certifikata za F1.0 i F2.0 u dostavljenim podacima. Preporučuje se provjeriti specifične zahtjeve za certifikate za svaku verziju sustava.,2.528069496154785,0.5,0.5,0.5,macro_overlap200
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,"Članak 39. Zakona može se primijeniti na B2B transakcije kada se radi o transakcijama koje se plaćaju gotovinom ili karticom, a za koje je izdan račun i proveden postupak fiskalizacije računa prema članku 15. Zakona. U tom slučaju, od obveze izdavanja eRačuna i fiskalizacije eRačuna može biti izuzeta takva transakcija.",3.5759711265563965,0.9,1.0,0.9,macro_overlap200
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,Informacije o postupanju s računima za predujam kod izdavanja konačnog računa nisu navedene. Preporučuje se konzultirati relevantne propise ili stručnjake za detalje o ovoj temi.,1.5846433639526367,0.0,0.0,0.0,macro_overlap200
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,Informacije o obvezama odvjetničkih ureda koji nisu u sustavu PDV-a nisu navedene. Preporučuje se konzultirati relevantne zakone ili stručnjake za pravne i porezne savjete kako bi se dobile točne informacije o toj temi.,2.0416061878204346,0.0,0.0,0.0,macro_overlap200
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,"Informacije o zaštiti profesionalne tajne odvjetnika u vezi s eRačunima nisu izravno navedene. Međutim, općenito se može reći da se odredbe koje se odnose na eRačune primjenjuju na tuzemne transakcije, a postoje i odredbe koje se odnose na sigurnosne mjere i zaštitu podataka. U slučaju da su transakcije zaštićene propisanim stupnjem tajnosti ili zahtijevaju posebne sigurnosne mjere, primjenjuju se odgovarajući zakoni i propisi. Za specifične informacije o zaštiti profesionalne tajne odvjetnika, preporučuje se konzultirati relevantne pravne propise ili stručnjake u toj oblasti.",3.4600424766540527,0.5,0.5,0.5,macro_overlap200
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju uključuju izdavanje računa koji sadrže Jedinstveni identifikator računa, korištenje elektroničkih naplatnih uređaja za izdavanje računa, te dostavljanje podataka o poslovnim prostorima u kojima se obavlja djelatnost. Također, OPG je dužan provoditi fiskalizaciju eRačuna odvojeno od postupka razmjene eRačuna, najkasnije pet radnih dana nakon izdavanja ili primitka eRačuna. U slučaju tehničkih problema ili prekida internetske veze, OPG mora provesti fiskalizaciju eRačuna u roku od pet radnih dana od nastanka problema. OPG također mora osigurati odgovarajuću softversku i hardversku podršku za razmjenu i fiskalizaciju eRačuna.",3.8662400245666504,0.5,0.5,0.5,macro_overlap200
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,"U Hrvatskoj se za eRačune najčešće koriste sljedeće vrste dokumenata (šifre):

1. Zaštitni kod generiran od obveznika fiskalizacije, koji je 32-znamenkasti broj u heksadecimalnom formatu.
2. Oznaka naknadne dostave računa, koja označava situaciju kada je račun izdan bez JIR-a.
3. Oznaka paragon računa, koja se koristi u slučaju potpunog prestanka rada naplatnog uređaja.
4. OIB primatelja računa, koji se dostavlja za B2B transakcije plaćene gotovinom ili karticom.
5. Promijenjeni način plaćanja, koji se koristi za ispravak načina plaćanja s izdanog računa. 

Ove informacije su ključne za pravilno vođenje fiskalizacije i izdavanje računa.",4.304466724395752,0.0,0.0,0.0,macro_overlap200
Koja je razlika između poslovnih procesa P4 i P6?,"Na temelju dostupnih informacija, razlike između poslovnih procesa P4 i P6 nisu izravno navedene. Međutim, može se pretpostaviti da se P4 odnosi na prijavu podataka za internetsku trgovinu ili pokretnu trgovinu, dok P6 može uključivati specifične uvjete vezane uz radno vrijeme prema dogovoru. Za detaljnije razlike, potrebno je dodatno istražiti specifične definicije i zahtjeve tih poslovnih procesa.",2.1705069541931152,0.0,0.0,0.0,macro_overlap200
Zašto se eRačun pojavljuje kao nefiskaliziran u FiskAplikaciji?,"eRačun se može pojaviti kao nefiskaliziran u FiskAplikaciji zbog nekoliko mogućih razloga, uključujući neispunjavanje uvjeta za fiskalizaciju, greške u podacima prilikom slanja ili obrade računa, ili ako račun nije pravilno poslan ili zaprimljen u sustav. Također, može biti i zbog problema s autentifikacijom ili ovlaštenjima korisnika koji pristupa aplikaciji.",2.535809278488159,0.5,0.5,0.5,macro_overlap200
Hoće li se poduzetnici kažnjavati zbog grešaka u fiskalizaciji eRačuna?,"Da, poduzetnici će se kažnjavati zbog grešaka u fiskalizaciji eRačuna. Novčane kazne su predviđene za različite prekršaje vezane uz fiskalizaciju, uključujući neprovođenje fiskalizacije eRačuna u propisanim rokovima, neizvještavanje o isporukama, te nečuvanje eRačuna u propisanom roku. Kazne se razlikuju ovisno o težini prekršaja i mogu se kretati od nekoliko stotina do nekoliko desetaka tisuća eura.",3.875849485397339,0.0,1.0,0.0,macro_overlap200
Zašto je AS4 protokol važan za razmjenu eRačuna?,"AS4 protokol je važan za razmjenu eRačuna jer omogućava sigurnu i standardiziranu komunikaciju između izdavatelja i primatelja eRačuna. Ovaj protokol osigurava interoperabilnost između različitih sustava, što je ključno za efikasnu razmjenu podataka. Također, AS4 protokol podržava sigurnosne mehanizme koji osiguravaju vjerodostojnost podrijetla, cjelovitost sadržaja i čitljivost eRačuna tijekom cijelog razdoblja čuvanja. To doprinosi pouzdanosti i zaštiti podataka u procesu fiskalizacije.",3.4956202507019043,0.5,0.5,0.5,macro_overlap200
"Paušalni obrt nije u sustavu PDV-a, većina kupaca su građani koji plaćaju na transakcijski račun, ali povremeno ima i B2B kupce koji plaćaju karticom. Što se mijenja u njegovom poslovanju od 1.1.2026?","Od 1. siječnja 2026. godine, obveznici fiskalizacije, uključujući paušalne obrtnike, morat će se pridržavati novih pravila fiskalizacije. To uključuje obvezu izdavanja računa za sve transakcije, bez obzira na to jesu li kupci fizičke ili pravne osobe. Također, obveznici će morati osigurati da su svi naplatni uređaji usklađeni s propisima o fiskalizaciji, što može uključivati korištenje elektroničkih naplatnih uređaja koji su povezani s sustavom fiskalizacije. Ove promjene će utjecati na način vođenja poslovanja, uključujući obvezu evidentiranja svih prometa i izdavanja računa kupcima.",6.546000003814697,0.7,0.9,0.8,macro_overlap200
Što je eRačun i mora li biti u PDF formatu?,"eRačun je elektronički račun koji mora biti u skladu s EU normom. Nema specifične obveze da bude u PDF formatu, jer se eRačuni mogu razmjenjivati putem različitih tehnologija i procedura, uz poštivanje zakonskih odredbi.",3.4497504234313965,0.5,0.5,0.0,semantic
Tko se smatra izdavateljem i primateljem eRačuna prema Zakonu o fiskalizaciji?,"Izdavateljem eRačuna smatra se porezni obveznik sa sjedištem, prebivalištem ili uobičajenim boravištem u tuzemstvu koji je upisan u registar obveznika PDV-a, obveznik poreza na dohodak od samostalne djelatnosti ili obveznik poreza na dobit koji nije upisan u registar obveznika PDV-a, kao i tijela državne uprave i jedinice lokalne i područne samouprave koje su upisane u Registar proračunskih i izvanproračunskih korisnika.

Primateljem eRačuna smatra se osoba ili entitet koji zaprima eRačun od izdavatelja, a koji je obvezan zaprimiti eRačun na propisani način.",5.146184921264648,0.5,1.0,0.5,semantic
Od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune?,Obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune najkasnije do 31. prosinca 2025. godine.,1.8282783031463623,0.5,0.5,0.0,semantic
Što je fiskalizacija eRačuna i kada se mora provesti?,"Fiskalizacija eRačuna je obveza izdavatelja i primatelja eRačuna da provode fiskalizaciju za svaki izdani i zaprimljeni eRačun. Ova obveza uključuje dostavljanje određenih podataka u Sustav za fiskalizaciju, kao što su datum izdavanja računa, broj računa, podatke o izdavatelju i primatelju, te informacije o isporučenim dobrima ili uslugama. Fiskalizacija se mora provesti odvojeno od postupka razmjene eRačuna, pri čemu izdavatelj eRačuna mora provesti fiskalizaciju najkasnije pet radnih dana nakon izdavanja eRačuna, dok primatelj eRačuna to mora učiniti najkasnije pet radnih dana od primitka eRačuna.",7.6007468700408936,0.8,1.0,0.9,semantic
Koje su glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0?,"Glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0 uključuju obvezu korištenja elektroničkih uređaja za izdavanje računa, kao i implementaciju jedinstvenog identifikatora računa. Fiskalizacija 2.0 zahtijeva da računi budu izdavani putem elektroničkih uređaja koji omogućuju elektroničko potpisivanje i vezu s sustavom za fiskalizaciju, dok Fiskalizacija 1.0 nije imala takve zahtjeve. Također, Fiskalizacija 2.0 uvodi dodatne elemente računa, kao što su QR kodovi i zaštitni kodovi izdavatelja, što poboljšava sigurnost i praćenje transakcija.",3.7765045166015625,0.5,0.5,0.5,semantic
Što je pristupna točka i tko može biti pristupna točka?,Pristupna točka je elektronički uređaj za izdavanje računa ili informacijski sustav obveznika fiskalizacije računa koji omogućava komunikaciju s Poreznom upravom za potrebe razmjene podataka. Pristupna točka može biti bilo koji uređaj ili sustav koji ispunjava uvjete za fiskalizaciju računa.,2.117734432220459,0.5,0.5,0.5,semantic
Što mora informacijski posrednik napraviti da bi mogao pružati usluge?,"Informacijski posrednik mora dostaviti Poreznoj upravi određenu dokumentaciju prije nego što pristupi završnom testiranju sukladnosti. Ta dokumentacija uključuje:

1. Dokument s detaljnim opisom sredstava implementiranih za osiguranje sigurnosti osobnih podataka u skladu s relevantnom uredbom o zaštiti podataka.
2. Najnoviju verziju Certifikata za ISO/IEC 27001 u trenutku podnošenja dokumentacije.
3. Izjavu o obvezi upravljanja sustavom informacija unutar Europske unije, osiguravajući da ne dođe do prijenosa podataka izvan Europske unije.
4. Izjavu koja navodi opseg usluga koje pruža za potrebe provedbe zakona. 

Nakon ispunjavanja ovih uvjeta, informacijski posrednik može pristupiti testiranju sukladnosti.",5.555375337600708,0.5,0.5,0.5,semantic
Što je aplikacija MIKROeRAČUN i tko je može koristiti?,"Aplikacija MIKROeRAČUN omogućava izdavanje, zaprimanje i pohranu eRačuna, kao i fiskalizaciju izdanih i zaprimljenih eRačuna. Pravo na korištenje ove aplikacije imaju izdavatelj i primatelj eRačuna, pod uvjetom da su korisnici sustava ePorezna, nisu upisani u registar obveznika PDV-a i nisu obveznici primjene propisa o elektroničkom izdavanju računa u javnoj nabavi kao javni naručitelji.",3.463989496231079,0.8,1.0,0.9,semantic
Kada izdavatelj eRačuna mora provoditi postupak eIzvještavanja?,"Izdavatelj eRačuna mora provoditi postupak eIzvještavanja kada se eRačun ne može izdati primatelju zbog nedostupnosti identifikatora u AMS-u. U tom slučaju, može se izdati račun u papirnatom obliku, a podaci se dostavljaju putem postupka eIzvještavanja.",2.3362810611724854,0.6,1.0,0.5,semantic
Što mora napraviti primatelj eRačuna koji odbija eRačun?,"Primatelj eRačuna koji odbija eRačun dužan je zaprimiti eRačun na način propisan zakonom. Ako ne može zaprimiti eRačun zbog nedostupnosti identifikatora, može se izdati račun u papirnatom obliku, a podaci se dostavljaju putem postupka eIzvještavanja.",2.0200860500335693,0.0,0.5,0.0,semantic
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,"Podatak KPD-a (kod proizvoda ili usluge) nije izričito naveden kao obavezan u dostupnim informacijama. Međutim, može se pretpostaviti da se KPD dostavlja samo u slučajevima kada postoje naknade na računu, jer se podaci o naknadama moraju dostaviti Poreznoj upravi. U tom slučaju, ako na računu postoje naknade, KPD bi mogao biti relevantan.",2.9364075660705566,0.0,0.5,0.0,semantic
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija služi za pregled podataka iz fiskalizacije računa i eRačuna. Omogućava uvid u statuse eRačuna, kao što su zaprimljen, naplaćen ili odbijen, te pruža informacije o greškama i ostalim podacima iz Sustava za fiskalizaciju.",1.9038276672363281,0.5,1.0,0.5,semantic
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je eRačun zaprimljen, ali još nije povezan s odgovarajućim fiskalnim računom ili drugim potrebnim podacima. To može značiti da je potrebno dodatno postupanje kako bi se osiguralo da su svi podaci ispravno usklađeni.",2.159658432006836,0.5,0.5,0.5,semantic
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,"Status 'Odstupanje' u FiskAplikaciji obično označava da postoje nesukladnosti ili nepravilnosti u podacima računa koji su dostavljeni Poreznoj upravi. Ovisno o prirodi odstupanja, može biti potrebno odbiti račun kako bi se ispravile greške ili nesuglasice. Preporučuje se provjeriti detalje odstupanja i konzultirati se s relevantnim propisima ili stručnjacima kako bi se donijela ispravna odluka.",3.5378963947296143,0.0,0.5,0.0,semantic
Što je AMS i čemu služi?,"AMS je adresar metapodatkovnih servisa kojim upravlja Ministarstvo financija, Porezna uprava. Služi za pohranu identifikatora i pripadajućih metapodatkovnih servisa poreznih obveznika, omogućavajući dostupnost podataka o adresi primatelja eRačuna.",2.157259464263916,0.5,0.5,0.5,semantic
Kakvu strukturu mora imati broj eRačuna?,"Broj eRačuna mora imati sljedeću strukturu: brojčana oznaka računa/oznaka poslovnog prostora/oznaka naplatnog uređaja. Na primjer, to može izgledati ovako: 1234567890/POSL1/12. Brojčana oznaka računa može sadržavati samo znamenke od 0 do 9.",2.9190216064453125,0.5,0.5,0.5,semantic
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,"Samoizdavanje eRačuna odnosi se na situaciju kada izdavatelj eRačuna samostalno generira račun bez posredovanja treće strane. U tom slučaju, fiskalizacija eRačuna mora se provesti najkasnije pet radnih dana nakon što je eRačun izdan. Izdavatelj eRačuna dužan je provoditi fiskalizaciju odvojeno od postupka razmjene eRačuna, što znači da se fiskalizacija mora izvršiti u trenutku izdavanja eRačuna ili unutar propisanog roka nakon izdavanja.",2.737800359725952,0.6,0.8,0.7,semantic
